,title,street,city,country_code,address_text,marker_icon,remote,company_name,company_url,company_size,experience_level,salary_from,salary_to,salary_currency,latitude,longitude,employment_type,published_at,remote_interview,id,company_logo_url,skills,.NET,Design,-,Network,REST API,Embeded,Cloud,Database,Android,IT,Soft Skills,Scrum master,Mobile,Common,JavaScript,DevOps,Software engineering,Testing,Automation,Shell Scripting,Backend,Data Science,Blockchain,C++,Client Service,Front-end,Civil Engineering,Developer,iOS,SQL,Python,PHP,Erlang,Scala,Git,Games,Golang,Google,Java,Web,Consultant,Project Manager,Analitics,CRM,Perl,R,Ruby,Rust,SAP,CSS,XML,Salesforce,API,Data,Excel,Vert.x
643,Oracle Database Administrator,Jagiellońska 6/8,Katowice,PL,"Jagiellońska 6/8, Katowice",data,False,Arche Consulting,https://www.arche-consulting.pl/,60,mid,9000.0,13000.0,pln,50.2545465,19.0200158,permanent,2020-05-20T10:00:06.760Z,True,arche-consulting-senior-oracle-database-administrator,https://bucket.justjoin.it/offers/company_logos/thumb/2c9f8af217c037de769357defbdaa9eec4aaf4dc.png?1586511486,"[{'name': 'RAC', 'level': 3}, {'name': 'Oracle DB', 'level': 5}, {'name': 'Oracle', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,.NET Developer,Puławska 182,Warszawa,PL,"Puławska 182, Warszawa",net,False,Netcompany,http://www.netcompany.com,300+,mid,8000.0,14500.0,pln,52.1816029,21.0215879,permanent,2020-05-20T10:00:06.760Z,True,netcompany-net-developer,https://bucket.justjoin.it/offers/company_logos/thumb/886cebc60ce74a067be4d29ba9491cf7326f6139.png?1531225027,"[{'name': 'JavaScript', 'level': 2}, {'name': 'C#', 'level': 3}, {'name': '.Net', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,DevOps Engineer,Przeskok 2,Warszawa,PL,"Przeskok 2, Warszawa",devops,True,Polidea,http://polidea.com,70,mid,15000.0,18000.0,pln,52.2332604,21.0140928,b2b,2020-05-20T10:00:06.760Z,False,polidea-devops-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/6715d0030cead14fa8378bc5ee0c08922564e909.png?1588671423,"[{'name': 'Kubernetes', 'level': 4}, {'name': 'Docker', 'level': 4}, {'name': 'DevOps', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,Presales engineer,Plac unii lubelskiej Puławska,Warszawa,PL,"Plac unii lubelskiej Puławska, Warszawa",security,False,Antal Sp z o.o.,http://antal.pl,80-100,senior,17000.0,25000.0,pln,52.2134339,21.0213505,b2b,2020-05-20T10:00:06.760Z,True,antal-sp-z-o-o-presales-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/788c541a704534e6750e58cee38f1c5fb523ab9d.JPG?1588670535,"[{'name': 'soar', 'level': 4}, {'name': 'SIEM', 'level': 4}, {'name': 'SoC', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,Senior C# Developer,Św. Marcin 24/306,Poznań,PL,"Św. Marcin 24/306, Poznań",net,False,mTab Poland,https://www.mtab.com/,130,senior,10000.0,15000.0,pln,52.406508,16.9278242,b2b,2020-05-20T10:00:06.760Z,True,mtab-poland-senior-c-developer,https://bucket.justjoin.it/offers/company_logos/thumb/d48c479429edd88c9ad9cc7677daec07f7cd1e72.png?1586943448,"[{'name': 'Entity Framework', 'level': 3}, {'name': 'Linq', 'level': 3}, {'name': 'C#', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,Tester,Al. Jana Pawła II 11,Warszawa,PL,"Al. Jana Pawła II 11, Warszawa",testing,False,INTITEK Polska,http://www.intitek.fr/en/,100 - 200,mid,13500.0,15100.0,pln,52.231567,20.998704,b2b,2020-05-20T10:00:06.760Z,True,intitek-polska-tester-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/0581d44b84cf9666de7184942149042cabebbc78.png?1589274832,"[{'name': 'Agile', 'level': 3}, {'name': 'ISTQB Foundation', 'level': 3}, {'name': 'Selenium WebDriver', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,Scrum Master,al. Jana Pawła II,Warszawa,PL,"al. Jana Pawła II, Warszawa",pm,False,Devire,http://devire.pl,<200,senior,,,,52.2452495,20.9908202,b2b,2020-05-20T10:00:06.760Z,True,devire-scrum-master-a602077a-45e0-4ddc-81b7-de4b980308ac,https://bucket.justjoin.it/offers/company_logos/thumb/1d5b11914335de62d4f2885ec6fc2f7fac1fe605.png?1587377370,"[{'name': 'Confluence', 'level': 5}, {'name': 'JIRA', 'level': 5}, {'name': 'Scrum', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,Junior .NET Developer,Nałęczowska 16,Lublin,PL,"Nałęczowska 16, Lublin",net,False,eLeader,http://www.eleadergroup.com,100-1000,junior,,,,51.2487181,22.5174988,permanent,2020-05-20T10:00:06.760Z,True,eleader-junior-net-developer,https://bucket.justjoin.it/offers/company_logos/thumb/37bda133d7dab7d1c46119f0bd5b3069dc6fe080.png?1586510660,"[{'name': 'C#', 'level': 1}, {'name': 'ASP.NET', 'level': 2}, {'name': '.Net', 'level': 2}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,Java Developer,Puławska 182,Warszawa,PL,"Puławska 182, Warszawa",java,False,Netcompany,http://www.netcompany.com,200+,mid,8000.0,14000.0,pln,52.1816029,21.0215879,permanent,2020-05-20T10:00:06.760Z,True,netcompany-java-developer,https://bucket.justjoin.it/offers/company_logos/thumb/6641d413f259cd3cb904de588253a13323d2db75.png?1531225126,"[{'name': 'Hibernate', 'level': 3}, {'name': 'Java', 'level': 4}, {'name': 'English', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,Senior .NET Developer,Puławska 182,Warszawa,PL,"Puławska 182, Warszawa",net,False,Netcompany,http://www.netcompany.com,300+,senior,14000.0,18000.0,pln,52.181681,21.0217163,permanent,2020-05-20T10:00:06.760Z,True,netcompany-senior-net-developer,https://bucket.justjoin.it/offers/company_logos/thumb/738a6d282ec7f2a41f37a4eba39d309538d6b727.png?1548762388,"[{'name': 'ASP.NET Web API', 'level': 4}, {'name': 'ASP.NET MVC', 'level': 4}, {'name': 'English', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,WordPress Developer,Jaracza 47,Łódź,PL,"Jaracza 47, Łódź",php,True,OSOM STUDIO,https://osomstudio.com,20+,mid,7800.0,12000.0,pln,51.7735925,19.4676582,b2b,2020-05-20T10:00:00.000Z,True,osom-studio-wordpress-developer,https://bucket.justjoin.it/offers/company_logos/thumb/f800601bd71d90ba7d1a956af1655ebe179aa74d.png?1585214903,"[{'name': 'JavaScript', 'level': 4}, {'name': 'HTML/CSS', 'level': 5}, {'name': 'WordPress', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,DevOps Engineer,Rynek Główny 27,Kraków,PL,"Rynek Główny 27, Kraków",devops,False,Bidroom,http://bidroom.com,70+,senior,8500.0,15000.0,pln,50.061521,19.9354229,permanent,2020-05-20T09:54:00.000Z,True,bidroom-devops-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/33b2adcc2cdacd900e77320ffb18d37b0f2dbb6b.png?1589968426,"[{'name': 'Terraform', 'level': 3}, {'name': 'AWS', 'level': 3}, {'name': 'Linux', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,Microsoft Dynamics 365 Developer,Puławska 182,Warszawa,PL,"Puławska 182, Warszawa",net,False,7N,https://www.7n.com,700+,mid,,,,52.1816941,21.0216558,b2b,2020-05-20T09:44:00.000Z,True,7n-microsoft-dynamics-365-developer-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/35466e6c343a758c2f5580e97f69b24d2bb86053.png?1577974797,"[{'name': '.Net', 'level': 3}, {'name': 'C#', 'level': 3}, {'name': 'Dynamics 365', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,Frontend Developer / Graphic Designer,Centrum,Warszawa,PL,"Centrum, Warszawa",javascript,True,Power Media,https://www.power.com.pl/,51-200,mid,6000.0,12000.0,pln,52.232314,21.008669,b2b,2020-05-20T09:34:00.000Z,True,power-media-frontend-developer-graphic-designer,https://bucket.justjoin.it/offers/company_logos/thumb/64b8179d2e2819ec864fbd9d2c08da5df55d24e5.jpg?1589967124,"[{'name': 'jQuery', 'level': 4}, {'name': 'Photoshop', 'level': 5}, {'name': 'JavaScript', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,Senior C++ Software Engineer,Francuska 46,Katowice,PL,"Francuska 46, Katowice",c,False,Rockwell Automation Sp.z o.o.,https://www.rockwellautomation.com,23000,senior,7500.0,15000.0,pln,50.2467294,19.0263686,permanent,2020-05-20T09:33:41.429Z,True,rockwell-automation-sp-z-o-o-senior-software-engineer-f8020a3a-48a5-46e0-ba3c-c4c2368470fd,https://bucket.justjoin.it/offers/company_logos/thumb/26bec47a13cc540033e98db917eff27cd1a1ed53.png?1585836886,"[{'name': 'Microsoft Visual Studio', 'level': 2}, {'name': 'English', 'level': 3}, {'name': 'C++', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,Senior Test SW Engineer (C++ or Python),Francuska 46,Katowice,PL,"Francuska 46, Katowice",c,False,Rockwell Automation Sp.z o.o.,https://www.rockwellautomation.com,23000,senior,7500.0,15000.0,pln,50.2467294,19.0263686,permanent,2020-05-20T09:27:16.186Z,True,rockwell-automation-sp-z-o-o-senior-software-engineer-e7185784-8baa-43bc-9b9f-6afaf0c0212e,https://bucket.justjoin.it/offers/company_logos/thumb/f10ab65e4018ccd893a61d581a1adb0d59bbed6f.png?1585837815,"[{'name': 'Python', 'level': 3}, {'name': 'English', 'level': 3}, {'name': 'C++', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,Project SW Test Engineer (C++ or Python),Francuska 46,Katowice,PL,"Francuska 46, Katowice",testing,False,Rockwell Automation Sp.z o.o.,https://www.rockwellautomation.com,23000,senior,10000.0,18000.0,pln,50.2467294,19.0263686,permanent,2020-05-20T09:21:00.000Z,True,rockwell-automation-sp-z-o-o-project-software-engineer-5f9271dc-de90-47c1-982e-0349caca8af6,https://bucket.justjoin.it/offers/company_logos/thumb/fea1795c8d292b2930c83e1d46fe815e25747dda.png?1585838390,"[{'name': 'Agile/Scrum', 'level': 3}, {'name': 'English', 'level': 3}, {'name': 'C++', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,Senior Devops,Wioślarska 8,Warszawa,PL,"Wioślarska 8, Warszawa",devops,False,Cloud Best sp. z o.o.,https://www.minebest.com/,80,senior,15000.0,20000.0,pln,52.2334907,21.039439,b2b,2020-05-20T09:00:07.614Z,False,cloud-best-sp-z-o-o-senior-devops,https://bucket.justjoin.it/offers/company_logos/thumb/8b3e9ef90b2c2216653ff3b196c4c197f45f41b9.png?1585212028,"[{'name': 'PostgreSQL', 'level': 4}, {'name': 'MySQL', 'level': 4}, {'name': 'Linux', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,Senior Android Developer,Wadowicka 8W,Kraków,PL,"Wadowicka 8W, Kraków",mobile,False,JCommerce,http://www.kariera.jcommerce.pl,400+,senior,15000.0,21000.0,pln,50.0325801,19.9412761,b2b,2020-05-20T09:00:07.614Z,True,jcommerce-senior-android-developer,https://bucket.justjoin.it/offers/company_logos/thumb/3cebf975d5cdefb8cb7482fcd5e06f9502cbcc49.png?1588236505,"[{'name': 'Android', 'level': 5}, {'name': 'Kotlin', 'level': 5}, {'name': 'Java', 'level': 5}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,Analityk Danych w Pionie Finansowym,Al. Jana Pawła II 11,Warszawa,PL,"Al. Jana Pawła II 11, Warszawa",data,False,INTITEK Polska,http://www.intitek.fr/en/,100 - 200,mid,15900.0,18400.0,pln,52.231567,20.998704,b2b,2020-05-20T09:00:07.614Z,False,intitek-polska-analityk-danych-w-pionie-finansowym,https://bucket.justjoin.it/offers/company_logos/thumb/f6eedb24303778c6afea95b98a53c838c374bc85.png?1584435566,"[{'name': 'DWH', 'level': 3}, {'name': 'MS Office', 'level': 3}, {'name': 'SQL', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,SAP Basis Specialist,Sky Tower,Wrocław,PL,"Sky Tower, Wrocław",sap,True,Ciklum,https://jobs.ciklum.com/,100,mid,,,eur,51.0946969,17.0193236,b2b,2020-05-20T09:00:07.614Z,True,ciklum-sap-basis-specialist,https://bucket.justjoin.it/offers/company_logos/thumb/c3ca9e48a287686a7d7f43e11f47e008bd848594.png?1583417853,"[{'name': 'SAP BASIS', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,"Cloud Engineer (Cloud, Big Data, ML)",Grzybowska 62,Warszawa,PL,"Grzybowska 62, Warszawa",data,False,Operator Chmury Krajowej,https://chmurakrajowa.pl/,100,mid,12000.0,16000.0,pln,52.2340597,20.9863397,permanent,2020-05-20T09:00:07.614Z,True,operator-chmury-krajowej-cloud-engineer-cloud-big-data-ml-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/34b270a0bc1576da2692d2208b9b5be30d8c8c53.png?1588234485,"[{'name': 'AI', 'level': 2}, {'name': 'Big Data', 'level': 2}, {'name': 'BASH/ZSH', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,QA/Tester automatyzujący,Ochota,Warszawa,PL,"Ochota, Warszawa",testing,False,ASTEK Polska,http://astek.pl/,800,mid,10000.0,12000.0,pln,52.2103359,20.9712206,b2b,2020-05-20T09:00:07.614Z,True,astek-polska-qa-tester-automatyzujacy,https://bucket.justjoin.it/offers/company_logos/thumb/9458a7b496bb3d6bf8a0cfea3dfa06ab2eef533e.png?1588669068,"[{'name': 'JavaScript', 'level': 3}, {'name': 'Selenium', 'level': 3}, {'name': 'Java', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,Java Developer,Plac Wolności 7/106,Wrocław,PL,"Plac Wolności 7/106, Wrocław",java,False,Equiqo Sp. z o.o.,https://equiqo.com/,20+,mid,10000.0,15000.0,pln,51.1069988,17.0276966,b2b,2020-05-20T09:00:07.614Z,True,equiqo-sp-z-o-o-java-developer,https://bucket.justjoin.it/offers/company_logos/thumb/1a1b21f4ecfbde68265d5e6824f15219d39d47d9.png?1582118757,"[{'name': 'Linux', 'level': 2}, {'name': 'Java 8', 'level': 3}, {'name': 'English', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,Frontend Developers,Krakow,Kraków,PL,"Krakow, Kraków",javascript,False,eTeam Workforce Sp.z.o.o.,http://www.eteaminc.com/,500+,mid,15000.0,16500.0,pln,50.0646501,19.9449799,mandate_contract,2020-05-20T09:00:07.614Z,True,eteam-workforce-sp-z-o-o-frontend-developers,https://bucket.justjoin.it/offers/company_logos/thumb/899c8939e3cf1595838c37596a975d075743ba9e.jpg?1587373132,"[{'name': 'Java', 'level': 1}, {'name': 'JavaScript', 'level': 2}, {'name': 'Angular', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,QA Automation Engineer,Domaniewska 50,Warszawa,PL,"Domaniewska 50, Warszawa",testing,False,StepStone Services,http://www.stepstoneservices.pl,280+,mid,7000.0,12500.0,pln,52.1836762,20.9953747,permanent,2020-05-20T09:00:07.614Z,True,stepstone-qa-automation-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/4a16a3dceb3fa5ae15064c491f6f1d610a9bf75e.png?1585653686,"[{'name': 'Java', 'level': 3}, {'name': 'Postman', 'level': 3}, {'name': 'REST', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,SW Project Engineer - Web Technologies,Francuska 46,Katowice,PL,"Francuska 46, Katowice",other,False,Rockwell Automation Sp.z o.o.,https://www.rockwellautomation.com,23000,senior,10000.0,20000.0,pln,50.2467294,19.0263686,permanent,2020-05-20T08:10:46.101Z,True,rockwell-automation-sp-z-o-o-sw-project-engineer-web-technologies,https://bucket.justjoin.it/offers/company_logos/thumb/d95473a95691673bc26c608990fc8bacdfe19baa.png?1589962226,"[{'name': 'Jasmine', 'level': 3}, {'name': 'Angular', 'level': 3}, {'name': 'English', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,Test Team Lead,Francuska 46,Katowice,PL,"Francuska 46, Katowice",testing,False,Rockwell Automation Sp.z o.o.,https://www.rockwellautomation.com,23000,senior,10000.0,20000.0,pln,50.2467294,19.0263686,permanent,2020-05-20T08:04:00.000Z,True,rockwell-automation-sp-z-o-o-test-team-lead,https://bucket.justjoin.it/offers/company_logos/thumb/76c08a9a58f293a638475a1bc4d028e398332eda.png?1589961831,"[{'name': 'Embedded Software', 'level': 4}, {'name': 'Test', 'level': 4}, {'name': 'English', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,Web Developer,Św. Krzyża 11/4,Kraków,PL,"Św. Krzyża 11/4, Kraków",javascript,False,Awesome Ind,https://awesome-ind.com,30-40,senior,8000.0,15000.0,pln,50.0617498,19.9423328,permanent,2020-05-20T08:02:00.000Z,False,awesome-ind-web-developer,https://bucket.justjoin.it/offers/company_logos/thumb/20c3fd98648f907262fd2d0843fcbd717a7e9692.png?1580724119,"[{'name': 'Node.js', 'level': 4}, {'name': 'Vue.js', 'level': 4}, {'name': 'TypeScript', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,Java Developer,Konstruktorska,Warszawa,PL,"Konstruktorska, Warszawa",java,False,Eversoft,http://www.eversoft.company,50-100,mid,16000.0,19200.0,pln,52.1855225,20.9954548,b2b,2020-05-20T08:00:58.986Z,True,eversoft-java-developer,https://bucket.justjoin.it/offers/company_logos/thumb/c6ef8630d058a23e4356a1bc043ec68049cbaa72.jpg?1589961550,"[{'name': 'Spring Boot', 'level': 3}, {'name': 'Spring', 'level': 3}, {'name': 'Java 11', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,Programista PHP,Orkana 24,Elbląg,PL,"Orkana 24, Elbląg",php,True,MadeInElblag.pl,http://www.madeinelblag.pl,70,mid,6600.0,13000.0,pln,54.1986902,19.4380858,b2b,2020-05-20T08:00:08.948Z,True,madeinelblag-pl-programista-php,https://bucket.justjoin.it/offers/company_logos/thumb/8c0a7caf3e8f8473614bd358bdcae21324cf9f1c.jpg?1505461451,"[{'name': 'JavaScript', 'level': 3}, {'name': 'PHP', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,Tester automatyzujący- 100% zdalna,Grunwaldzka 163,Gdańsk,PL,"Grunwaldzka 163, Gdańsk",testing,True,INTITEK Polska,http://www.intitek.fr/en/,100 - 200,mid,7000.0,11000.0,pln,54.3847329,18.5966741,b2b,2020-05-20T08:00:08.948Z,True,intitek-polska-test-automation-engineer-gdansk,https://bucket.justjoin.it/offers/company_logos/thumb/651098b2a9f509ea2095ad9ab87738d11ce9143e.png?1589269364,"[{'name': 'UML', 'level': 3}, {'name': 'HP UFT', 'level': 3}, {'name': 'HP QTP', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,ServiceNow Developer,Prądnik Czerwony,Kraków,PL,"Prądnik Czerwony, Kraków",other,True,Soitron,https://www.soitron.pl/,100+,mid,12963.0,15750.0,pln,50.0858883,19.9711531,b2b,2020-05-20T08:00:08.948Z,True,soitron-servicenow-developer-krakow,https://bucket.justjoin.it/offers/company_logos/thumb/05949fa7fd50a7e9f64a9167fd52a647518eb26c.png?1585210102,"[{'name': 'Agile', 'level': 4}, {'name': 'Cloud Computing', 'level': 4}, {'name': 'ServiceNow', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,Logix Team Lead,Francuska 46,Katowice,PL,"Francuska 46, Katowice",python,False,Rockwell Automation Sp.z o.o.,https://www.rockwellautomation.com,23000,senior,10000.0,20000.0,pln,50.2467294,19.0263686,permanent,2020-05-20T08:00:00.000Z,True,rockwell-automation-sp-z-o-o-logix-team-lead,https://bucket.justjoin.it/offers/company_logos/thumb/87d3f1db645d2758c3f784661d3df666e7cbf47d.png?1589961617,"[{'name': 'C++', 'level': 3}, {'name': 'Python', 'level': 3}, {'name': 'English', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,Senior Engineer – System Tests,Francuska 46,Katowice,PL,"Francuska 46, Katowice",c,False,Rockwell Automation Sp.z o.o.,https://www.rockwellautomation.com,23000,senior,10000.0,20000.0,pln,50.2467294,19.0263686,permanent,2020-05-20T07:52:39.358Z,True,rockwell-automation-sp-z-o-o-senior-engineer-system-tests,https://bucket.justjoin.it/offers/company_logos/thumb/284ffebfef99c92f3b81d98efab82d6fad161e80.png?1589961146,"[{'name': 'HMI', 'level': 4}, {'name': 'PLC', 'level': 4}, {'name': 'English', 'level': 4}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,Test Infrastructure Engineer,Francuska 46,Katowice,PL,"Francuska 46, Katowice",python,False,Rockwell Automation Sp.z o.o.,https://www.rockwellautomation.com,23000,mid,7000.0,14000.0,pln,50.2467294,19.0263686,permanent,2020-05-20T07:47:00.000Z,True,rockwell-automation-sp-z-o-o-test-infrastructure-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/542999cdafe130db5e262b6b9855acb6c57ec656.png?1589960856,"[{'name': 'TypeScript', 'level': 3}, {'name': 'Java', 'level': 3}, {'name': 'English', 'level': 3}]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
